Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,495.97,525.4,29.42999999999995,안녕하세요 이재훈입니다 가장 살기 좋은 집이 되도록 가장 빛나는 삶이 펼쳐지도록 삶을 움직이는 집 동문 디스트,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,525.52,543.68,18.159999999999968,안녕하세요 신한 프리미어 모델 김수현입니다 여러분께 특별한 자산관리를 소개합니다,SPEAKER_03:1.00s(1.000),SPEAKER_03,AD
speech,543.86,552.28,8.419999999999959,"투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다.",SPEAKER_01:1.00s(1.000),SPEAKER_01,AD
speech,552.3,553.09,0.7900000000000773,지금 만나보세요.,SPEAKER_01:1.00s(1.000),SPEAKER_01,AD
speech,553.65,555.81,2.159999999999968,자산관리는 신한프리미어,SPEAKER_01:1.00s(1.000),SPEAKER_01,AD
speech,556.03,561.15,5.1200000000000045,한 회사를 똑같이 다녔는데 동기보다 내가 세금도 많이 내면 속이 타 안 타.,SPEAKER_23:1.00s(1.000),SPEAKER_23,AD
speech,561.17,562.88,1.7100000000000364,그럼 갈아타.,SPEAKER_23:1.00s(1.000),SPEAKER_23,AD
speech,562.9,569.92,7.019999999999982,삼성증권 퇴직연금으로 연말 정산 최대 900만 원까지 공제받으니까 당신의 연금력이 커집니다.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,569.95,570.83,0.8799999999999955,삼성증권.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,570.85,572.19,1.3400000000000318,투자 전 상품 설명서 및 약관 필터.,SPEAKER_24:1.00s(1.000),SPEAKER_24,AD
speech,572.21,577.35,5.139999999999986,원금 손실 발생 가능 및 투자자 비속 보수는 연 0.24에서 0.3%이며 홈페이지 참고.,SPEAKER_24:1.00s(1.000),SPEAKER_24,AD
speech,577.37,584.48,7.110000000000014,여러분은 지금 가수 성시경이 사랑하는 배우 정혜인이 사랑하는 배우 엄지원이 사랑하는 배우 구교환이 사랑하고,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,584.65,605.78,21.129999999999995,영화감독 장항준이 함께하는 박하선의 씨네타운과 함께하고 있습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,608.8,610.61,1.8100000000000591,그날의 영화 그 안의 추억 미영님이 보내주신 사연입니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,612.02,619.71,7.690000000000055,저희 부부는 둘 다 영화를 너무 좋아해서 연애할 땐 무조건 영화관에서 둘이서 데이트를 했어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,619.73,625.26,5.529999999999973,그런데 결혼을 하고 아이가 생기니 둘이서 영화를 보는 게 참 쉽지 않더라고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,625.28,631.73,6.4500000000000455,그러던 어느 날 웬일로 아들이 일찍 잠들었고 우린 일흔육퇴를 했습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,631.71,638.96,7.25,아 자 이런 황금 같은 시간을 그냥 보낼 수 없잖아 우리 오랜만에 영화 한 편 볼까?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,638.98,661.33,22.350000000000023,여보는 가만히 있어 내가 싹 다 준비할게 잠깐만 어 저는 알겠다고 했고 잠시 방에 들어가서 아이 옷 정리를 하고 나왔어요 그런데 어디서 고소한 냄새가 나더라고요 남편이 가스레인지 앞에 서서 냄비를 흔들고 있었어요 쪼르르 달려가 보니 냄비 안에 타닥 타닥 타닥 타닥 하얀 팝콘이 퐁퐁 피어나고 있었어요,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,661.45,666.88,5.42999999999995,우리 여보가 영화 보는데 이 팝콘이 빠질 수 없지.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,666.89,668.66,1.7699999999999818,제가 팝콘을 무척 좋아하거든요.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,668.68,671.78,3.1000000000000227,영화관 갈 때도 항상 팝콘은 필수였어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,671.8,675.83,4.030000000000086,영화가 시작하기도 전에 반 이상 먹은 적도 많았어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,675.85,682.06,6.209999999999923,그날 남편이 튀겨준 팝콘과 함께 본 영화는 폴 600미터였습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,682.08,685.6,3.519999999999982,사실 사전 지식 하나 없이 가벼운 마음으로 영화를 틀었어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,685.62,690.17,4.5499999999999545,근데 손에 땀을 질 정도로 긴장되고 조마조마하더라고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,690.88,696.49,5.610000000000014,고소공포증이 있는 우리 부부는 영화 속 주인공들이요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,696.51,699.93,3.419999999999959,송전탑 꼭대기까지 올라갔을 땐 너무 무서웠어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,699.95,707.87,7.919999999999959,영화를 다 보고 정신을 차리니 우리 부부는 연애할 때처럼 둘이 손을 꼭 잡고 붙어있더라고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,707.89,712.3,4.409999999999968,몰라 너무 긴장돼서 팝콘 먹는 것도 다 잊어버렸잖아.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,712.32,713.78,1.4599999999999227,오랜만에 영화 데이트.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,714.45,719.85,5.399999999999977,앞으로 종종 집에서도 영화 데이트 즐겨야겠어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,719.87,724.02,4.149999999999977,자 그러니까 우리 아들 제발 일찍 좀 자자.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,755.24,762.97,7.730000000000018,If I were known without you I would suffer You said that I would struggle to survive,SPEAKER_06:1.00s(1.000),SPEAKER_06,MUSIC
speech,820.41,840.58,20.170000000000076,으 으,SPEAKER_05:1.00s(1.000),SPEAKER_05,AD
speech,843.26,861.64,18.379999999999995,고맙습니다.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,916.66,930.9,14.240000000000007,영화 폴 600미터에서 메디슨비어의 I Have Never Felt More Alive 듣고 왔어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,930.92,942.12,11.200000000000044,2022년에 개봉한 영화 폴 600미터 파이널 스코어를 만든 스콧망 감독의 작품이고 그레이스 폴튼 버지니아 가드너가 주연을 맡았습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,942.92,947.12,4.2000000000000455,지상 600m 위 버려진 TV 타워에 고립된 두 친구가요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,947.74,951.48,3.740000000000009,살아남기 위해서 처절한 사투를 벌이는 이야기.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,951.87,955.33,3.4600000000000364,고공 서바이벌 액션 트릴러 영화.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,955.35,959.56,4.209999999999923,영화에서 아슬아슬한 장면이 정말 많이 나오는데요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,959.58,966.45,6.8700000000000045,오프닝 시퀀스를 제외하고서는 배우들이 대역 없이 어머나 고공 촬영과 스턴트 촬영을 모두 소화했다고 해요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,966.47,967.17,0.6999999999999318,얼마나 무서웠을까.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,967.63,970.34,2.7100000000000364,영화만 봐도 진짜 손에 땀이 너무 났는데 이 영화 진짜 재밌거든요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,970.9,972.6,1.7000000000000457,저 이런 거 좋아해요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,972.62,975.85,3.230000000000018,상어가 47m 밑에 있는 거랑 이런 거.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,975.87,975.97,0.1000000000000227,이런 류?,UNKNOWN:1.00s(1.000),,AD
speech,975.95,992.28,16.329999999999927,500만 달러의 제작비로 만들어졌는데 큰 인기를 모으면서 2200만 달러의 수익을 올렸고 속편 제작도 논의 중이라고 하네요 속는 셈치고 저는 속편 속는 셈치고 한번 봐야겠어요 이렇게 영화 열긴 재밌는 사연 보내주세요,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,992.63,997.8,5.169999999999959,시내타운 홈페이지 들어오셔서 게시판에 남겨주시면 됩니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,997.82,1000.54,2.7199999999999136,사연 소개된 분들에게는 백화점 상품권 드려요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1001.33,1009.12,7.789999999999964,영화는 방울방울은 카페인 부담 없이 맛과 향은 그대로 맥심티 카페인 커피 믹스와 함께합니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1009.14,1011.36,2.2200000000000277,박하산의 시내타운에서 준비한 문화 선물입니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1011.76,1014.86,3.1000000000000227,보고 싶은 작품 문자 또는 고릴라로 신청하세요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1015.25,1019.45,4.2000000000000455,아니면 시내타운 홈페이지 문화선물 게시판에 댓글을 남겨주세요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1019.47,1037.18,17.710000000000036,영화 모아나2 예매권 영화 애씨드레인 죽음의 비 예매권 영화 자기만의 방 예매권 영화 한 채 예매권을 드립니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1037.2,1043.04,5.839999999999918,영화 컨스피러시에서 모튼하켓의 Can't Take My Eyes Off You 듣고 우리 다시 만나요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1059.09,1088.69,29.600000000000136,You're just too good to be true Can't take my eyes off of you You'd be like heaven to touch I wanna hold you so much At long last love has arrived I thank God I'm alive You're just too good to be true Can't take my eyes off of you,SPEAKER_07:1.00s(1.000),SPEAKER_07,MUSIC
speech,1175.46,1181.54,6.079999999999927,I can't take my eyes off you You'd be like heaven,SPEAKER_07:1.00s(1.000),SPEAKER_07,MUSIC
speech,1266.16,1272.11,5.949999999999818,영화 컨스피러시에서 Can't Take My Eyes Off You 듣고 왔죠.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1272.13,1277.04,4.909999999999855,7290님은 아이들 등원시키고 산책을 나갔다가 마주친 플리마켓.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1277.06,1278.44,1.3800000000001091,순간 미어캣인 줄.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1278.46,1281.26,2.7999999999999545,플리마켓 플리마켓 마켓.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1281.28,1282.44,1.160000000000082,벼룩시장 벼룩시장.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1282.46,1284.2,1.740000000000009,2만원이나 쓰고 왔네요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1284.22,1286.49,2.269999999999982,저는 왜 이런 건 그냥 지나치질 못할까요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1286.95,1288.79,1.839999999999918,예쁘고 맛있는 게 너무 많더라고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1288.81,1289.73,0.9200000000000728,저도요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1289.75,1291.17,1.4200000000000728,이건 꼭 사게 되죠.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1291.15,1319.93,28.779999999999973,얼마 전에 세종문화회관 앞에 이런 게 있었는데 그 오란다 과자 있잖아요 그거 엄청 사왔어요 집에 와서 아 이 살찌는 걸 왜 이렇게 많이 샀지 근데 거기가 원래 그냥 못 지나쳐요 순자님이 남편이 정품이라고 트레이닝복 세트를 사왔대요 아 어디서 이런 촌스러운 옷을 샀는지 교환 반품 안 하는 조건으로 싸게 샀대요 엄청 근데 하나도 안 싸요 아우 재밌어 속상해서 옷만 노려보고 있네요 아우 속으셨구나 속으셨구나,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1321.12,1327.89,6.770000000000209,"소라 님은 점심으로 바지락 칼국수, 들깨 칼국수 중에 뭘 먹을까?",SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1327.91,1331.78,3.869999999999891,인생 최대의 고민을 하고 있대요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1331.8,1334.46,2.660000000000082,바지락은 뭐 잘 먹을 수 있으니 들깨 갈까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1334.48,1336.58,2.099999999999909,바지락은 시원하고 들깨는 구수하고.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1336.6,1337.7,1.1000000000001364,들깨 들깨.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1337.78,1340.21,2.430000000000064,너무 어려운 과자네요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1340.23,1341.31,1.0799999999999272,휘인이는 뭐가 좋대.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1341.37,1343.43,2.060000000000173,들깨 들깨.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1343.45,1345.83,2.3799999999998818,들깨 잘 못 먹으니까 들깨 먹으면 좋지 않을까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1346.96,1350.77,3.8099999999999454,슬비님은 조카가 큰 시험을 앞두고 있어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1350.79,1354.63,3.8400000000001455,식사도 거르고 공부만 한다고 해서 걱정이에요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1354.65,1364.63,9.980000000000018,시험이 인생의 전부는 아닌데 제게 알라딘의 요술램프가 있다면 지니에게 조카 시험 문제를 다 알려달라고 부탁하고 싶네요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1364.61,1368.98,4.370000000000118,근데 저도 이런 꿈 많이 꿨었는데 이게 도움이 될까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1369.0,1394.31,25.309999999999945,이게 조카의 인생에 도움이 되지 않을 거예요 이렇게 크면 안 되잖아요 옛날에는 이런 능력을 너무 바랐는데 지금 생각해보면 저도 그냥 악마에게 영혼을 팔아서라도 연기를 잘하고 싶어 이러는데 그러고 남으면 그러고 나서 남는 게 뭐가 있을까 싶으니까 좀 모자라도 0202님은 저는 아들이랑 같이 스타워즈 보는 게 로망이었대요,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1394.29,1411.63,17.340000000000146,아들이 8살이라 아직 관심이 없는 것 같아서 블록형 장난감으로 스토리를 선학습 시키고 있대요 언젠가 아들이랑 같이 나란히 앉아 스타워즈 볼 생각하면 너무 설레어 하셨어요 근데 아버님 어머님인가요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1411.65,1414.19,2.539999999999964,이거 스타워즈 오랜만에 봤더니,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1415.2,1420.39,5.190000000000055,약간 좀 너무 요즘에 너무 좋은 게 많아서 이 아드라이 볼까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1420.41,1442.69,22.279999999999973,아무튼 시도는 해보시고 영화 청바지 돌려입기에서 레이첼 야마가타의 Be Be Your Love 듣고 우리 다시 만나요 If I could take you away,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1484.27,1504.49,20.220000000000027,everybody's talking how i can't can't be loved but i want want wanna be loved wanna be loved for real want to be your everything everything,SPEAKER_09:1.00s(1.000),SPEAKER_09,MUSIC
speech,1566.62,1584.24,17.62000000000012,고맙습니다.,SPEAKER_09:1.00s(1.000),SPEAKER_09,AD
speech,1651.45,1669.51,18.059999999999945,닥터피엘과 함께하는 SBS 캠페인 물은 생명이다,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1672.29,1679.65,7.360000000000127,복용하다 남은 약을 하수구나 변기에 그대로 버리게 되면 수지로염을 유발합니다.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1679.67,1687.79,8.11999999999989,"따라서 주민센터나 약국, 보건소에 설치된 폐의약품 전용 수거함에 버려야 하는데요.",SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1688.07,1695.72,7.650000000000091,간혹 남은 약을 받지 않는 약국도 있고 보건서나 주민센터가 먼 경우도 있죠.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1695.74,1699.57,3.8299999999999272,그럴 땐 가까운 우체통을 찾아보세요.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1699.59,1704.73,5.1400000000001,우체통 역시 폐의약품 수거함으로 활용되고 있다니까요.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1704.76,1711.88,7.120000000000118,남은 알약이나 가루약을 봉투에 넣고 잘 밀봉해서 가까운 우체통에 넣으시길 바랍니다.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1714.18,1716.25,2.0699999999999363,SBS 캠페인 물은 생명이다.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1716.73,1721.27,4.539999999999964,우리 가족 깨끗한 물 이중필터 샤워기 닥터피엘과 함께합니다.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1726.17,1744.91,18.74000000000001,"지키고 싶은 연인, 가족, 우리 아이, 건강, 농업 그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법 커져라 친환경 농산물 지구를 지키는 농부와 친환경 농산물 자조금관리위원회가 함께합니다.",SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,1745.82,1748.0,2.180000000000064,바다의 맛이 살아있는 구룡포.,SPEAKER_11:1.00s(1.000),SPEAKER_11,AD
speech,1748.88,1753.79,4.909999999999855,푸짐한 먹거리와 즐거움이 가득한 축제의 현장으로 여러분을 초대합니다.,SPEAKER_21:1.00s(1.000),SPEAKER_21,AD
speech,1754.49,1761.92,7.430000000000064,11월 2일부터 12월 15일 매주 주말 오감을 만족시키는 구룡포 해양미식축제.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
